CO_ESCOLA,TP_DEPENDENCIA_ADM_ESC,QTD_ALUNOS,MEDIA_GERAL,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,cluster
11027754.0,2.0,113,486.11946902654864,462.21415929203545,462.3212389380531,490.03982300884957,482.216814159292,533.8053097345132,0
11028424.0,2.0,61,513.9960655737705,475.99999999999994,491.8016393442623,500.9114754098361,499.9557377049181,601.311475409836,0
11028750.0,2.0,21,506.23809523809524,461.7238095238094,488.4904761904762,505.04761904761915,488.3095238095238,587.6190476190476,0
11029056.0,2.0,11,573.8436363636364,503.2818181818182,540.8727272727273,548.3181818181819,534.9272727272728,741.8181818181819,1
11029110.0,2.0,10,493.9539999999999,471.55999999999995,461.3,449.66999999999996,453.23999999999995,634.0,0
11029307.0,2.0,39,483.74000000000007,447.36153846153854,456.4564102564103,479.05897435897435,464.54102564102567,571.2820512820513,0
11029439.0,2.0,64,555.6121875,493.5765625,523.140625,536.2828125,541.6234374999999,683.4375,1
11029455.0,2.0,177,537.0233898305084,488.4406779661017,506.40564971751417,520.8016949152542,516.9265536723163,652.542372881356,1
11029951.0,2.0,48,515.7149999999999,463.8666666666666,484.66875,493.8645833333333,495.3416666666667,640.8333333333334,0
11030003.0,2.0,18,546.3244444444445,498.80555555555554,509.52777777777777,508.7055555555555,505.69444444444446,708.8888888888889,1
11030216.0,4.0,23,502.16,489.82608695652175,487.795652173913,487.7086956521739,486.3391304347826,559.1304347826087,0
11030372.0,2.0,21,512.2285714285714,465.83333333333326,473.63809523809516,503.10952380952375,493.80000000000007,624.7619047619048,0
11030666.0,2.0,15,428.0013333333333,423.28,431.6066666666667,431.9,473.22,380.0,0
11031298.0,2.0,46,495.0273913043478,454.98695652173916,464.53695652173906,488.645652173913,470.44565217391295,596.5217391304348,0
11031689.0,2.0,18,498.6722222222223,474.60555555555555,465.5222222222222,472.4555555555556,507.44444444444446,573.3333333333334,0
11031964.0,2.0,21,538.4504761904761,478.1952380952381,495.6285714285715,509.2857142857143,478.6666666666667,730.4761904761905,1
11032260.0,2.0,35,537.2239999999999,484.86000000000007,513.1142857142858,516.2542857142857,543.8914285714285,628.0,1
11032510.0,2.0,27,482.41185185185185,449.5333333333333,464.17777777777775,498.6962962962963,454.46666666666664,545.1851851851852,0
11033070.0,2.0,115,468.70295652173917,462.86695652173916,449.6173913043479,474.86434782608694,467.8182608695653,488.3478260869565,0
11033193.0,2.0,24,440.54833333333335,459.2166666666667,458.6916666666666,470.0291666666667,426.4708333333333,388.3333333333333,0
11033215.0,4.0,46,565.4039130434783,521.6021739130434,532.6978260869565,530.35,533.6739130434783,708.695652173913,1
11033649.0,2.0,94,491.03404255319145,452.6351063829788,467.12872340425525,492.9159574468085,467.3840425531915,575.1063829787234,0
11033738.0,4.0,10,617.168,542.54,555.6100000000001,563.9300000000001,663.76,760.0,1
